2e-08	9.846664529452946e-10	-9.846664529452946e-10	-9.846664529583178e-10
4e-08	3.932814381080123e-09	-3.932814381080123e-09	-3.932814381092934e-09
6.000000000000001e-08	8.828881910154555e-09	-8.828881910154555e-09	-8.828881910167154e-09
8e-08	1.564962745527315e-08	-1.564962745527315e-08	-1.5649627455285326e-08
1e-07	2.4364221429154007e-08	-2.4364221429154007e-08	-2.436422142916576e-08
1.2000000000000002e-07	3.4934367896812036e-08	-3.4934367896812036e-08	-3.4934367896823206e-08
1.4e-07	4.731445569653545e-08	-4.731445569653545e-08	-4.731445569654598e-08
1.6e-07	6.145173843075269e-08	-6.145173843075269e-08	-6.145173843076243e-08
1.8e-07	7.728654261644477e-08	-7.728654261644477e-08	-7.728654261645372e-08
2e-07	9.475250317363222e-08	-9.475250317363222e-08	-9.475250317364027e-08
2.2e-07	1.1377682532256711e-07	-1.1377682532256711e-07	-1.137768253225741e-07
2.4000000000000003e-07	1.3428057185604492e-07	-1.3428057185604492e-07	-1.3428057185605085e-07
2.6e-07	1.5617897465310126e-07	-1.5617897465310126e-07	-1.5617897465310597e-07
2.8e-07	1.7938176920469247e-07	-1.7938176920469247e-07	-1.7938176920469607e-07
3e-07	2.0379355083113966e-07	-2.0379355083113966e-07	-2.0379355083114193e-07
3.2e-07	2.293141511855082e-07	-2.293141511855082e-07	-2.2931415118550917e-07
3.4000000000000003e-07	2.558390335570362e-07	-2.558390335570362e-07	-2.5583903355703574e-07
3.6e-07	2.8325970541453014e-07	-2.8325970541453014e-07	-2.832597054145281e-07
3.8e-07	3.1146414656160557e-07	-3.1146414656160557e-07	-3.114641465616021e-07
4e-07	3.4033725121404424e-07	-3.4033725121404424e-07	-3.4033725121403927e-07
4.2e-07	3.697612822545828e-07	-3.697612822545828e-07	-3.6976128225457627e-07
4.4e-07	3.9961633587240473e-07	-3.9961633587240473e-07	-3.996163358723965e-07
4.6e-07	4.2978081475360925e-07	-4.2978081475360925e-07	-4.297808147535994e-07
4.800000000000001e-07	4.60131907955196e-07	-4.60131907955196e-07	-4.601319079551845e-07
5e-07	4.905460755687166e-07	-4.905460755687166e-07	-4.905460755687036e-07
5.2e-07	5.208995362608531e-07	-5.208995362608531e-07	-5.208995362608386e-07
5.4e-07	5.510687557668166e-07	-5.510687557668166e-07	-5.510687557668004e-07
5.6e-07	5.809309344087109e-07	-5.809309344087109e-07	-5.80930934408693e-07
5.800000000000001e-07	6.10364491714848e-07	-6.10364491714848e-07	-6.103644917148285e-07
6e-07	6.392495462274407e-07	-6.392495462274407e-07	-6.392495462274198e-07
6.2e-07	6.674683886050973e-07	-6.674683886050973e-07	-6.674683886050748e-07
6.4e-07	6.949059461529903e-07	-6.949059461529903e-07	-6.949059461529663e-07
6.6e-07	7.214502369474181e-07	-7.214502369474181e-07	-7.214502369473927e-07
6.800000000000001e-07	7.469928117625351e-07	-7.469928117625351e-07	-7.469928117625084e-07
7e-07	7.714291820551644e-07	-7.714291820551644e-07	-7.714291820551364e-07
7.2e-07	7.946592323186368e-07	-7.946592323186368e-07	-7.946592323186073e-07
7.4e-07	8.165876151782808e-07	-8.165876151782808e-07	-8.165876151782503e-07
7.6e-07	8.371241276693047e-07	-8.371241276693047e-07	-8.371241276692731e-07
7.8e-07	8.561840672120707e-07	-8.561840672120707e-07	-8.561840672120378e-07
8e-07	8.736885658798908e-07	-8.736885658798908e-07	-8.736885658798571e-07
8.2e-07	8.895649016401453e-07	-8.895649016401453e-07	-8.895649016401108e-07
8.4e-07	9.037467853403895e-07	-9.037467853403895e-07	-9.037467853403542e-07
8.6e-07	9.161746223068545e-07	-9.161746223068545e-07	-9.161746223068185e-07
8.8e-07	9.267957475229254e-07	-9.267957475229254e-07	-9.267957475228887e-07
9.000000000000001e-07	9.355646334594581e-07	-9.355646334594581e-07	-9.355646334594208e-07
9.2e-07	9.424430697367238e-07	-9.424430697367238e-07	-9.424430697366861e-07
9.4e-07	9.474003139089351e-07	-9.474003139089351e-07	-9.474003139088971e-07
9.600000000000001e-07	9.504132127762772e-07	-9.504132127762772e-07	-9.504132127762391e-07
9.8e-07	9.514662937456828e-07	-9.514662937456828e-07	-9.514662937456446e-07
1e-06	9.505518258797874e-07	-9.505518258797874e-07	-9.505518258797492e-07
1.02e-06	9.476698503931368e-07	-9.476698503931368e-07	-9.476698503930986e-07
1.04e-06	9.428281804752892e-07	-9.428281804752892e-07	-9.428281804752512e-07
1.06e-06	9.360423704415112e-07	-9.360423704415112e-07	-9.360423704414737e-07
1.08e-06	9.273356543328165e-07	-9.273356543328165e-07	-9.273356543327792e-07
1.1e-06	9.167388542076618e-07	-9.167388542076618e-07	-9.167388542076251e-07
1.12e-06	9.042902584872358e-07	-9.042902584872358e-07	-9.042902584871996e-07
1.14e-06	8.900354708344501e-07	-8.900354708344501e-07	-8.900354708344148e-07
1.1600000000000001e-06	8.740272301630453e-07	-8.740272301630453e-07	-8.740272301630108e-07
1.18e-06	8.563252024871461e-07	-8.563252024871461e-07	-8.563252024871125e-07
1.2e-06	8.369957454327458e-07	-8.369957454327458e-07	-8.36995745432713e-07
1.22e-06	8.161116463404846e-07	-8.161116463404846e-07	-8.161116463404528e-07
1.24e-06	7.937518349933079e-07	-7.937518349933079e-07	-7.937518349932773e-07
1.26e-06	7.700010721027398e-07	-7.700010721027398e-07	-7.700010721027105e-07
1.28e-06	7.449496147831725e-07	-7.449496147831725e-07	-7.449496147831445e-07
1.3e-06	7.186928603343941e-07	-7.186928603343941e-07	-7.186928603343675e-07
1.32e-06	6.913309697381784e-07	-6.913309697381784e-07	-6.913309697381531e-07
1.34e-06	6.629684723548264e-07	-6.629684723548264e-07	-6.629684723548024e-07
1.3600000000000001e-06	6.337138533797441e-07	-6.337138533797441e-07	-6.337138533797217e-07
1.3800000000000001e-06	6.036791256881687e-07	-6.036791256881687e-07	-6.036791256881478e-07
1.4e-06	5.729793877577864e-07	-5.729793877577864e-07	-5.729793877577671e-07
1.42e-06	5.417323694139107e-07	-5.417323694139107e-07	-5.417323694138932e-07
1.44e-06	5.100579671899639e-07	-5.100579671899639e-07	-5.100579671899479e-07
1.46e-06	4.780777711369782e-07	-4.780777711369782e-07	-4.780777711369639e-07
1.48e-06	4.4591458494958207e-07	-4.4591458494958207e-07	-4.4591458494956947e-07
1.5e-06	4.136919413023188e-07	-4.136919413023188e-07	-4.1369194130230785e-07
1.52e-06	3.815336143090425e-07	-3.815336143090425e-07	-3.815336143090332e-07
1.54e-06	3.4956313102948605e-07	-3.4956313102948605e-07	-3.4956313102947843e-07
1.56e-06	3.1790328395087263e-07	-3.1790328395087263e-07	-3.179032839508666e-07
1.5800000000000001e-06	2.866756463685685e-07	-2.866756463685685e-07	-2.8667564636856416e-07
1.6e-06	2.5600009257836403e-07	-2.5600009257836403e-07	-2.560000925783613e-07
1.62e-06	2.2599432477394937e-07	-2.2599432477394937e-07	-2.259943247739482e-07
1.64e-06	1.9677340851671681e-07	-1.9677340851671681e-07	-1.9677340851671716e-07
1.66e-06	1.6844931861117188e-07	-1.6844931861117188e-07	-1.6844931861117362e-07
1.68e-06	1.4113049717817354e-07	-1.4113049717817354e-07	-1.4113049717817677e-07
1.7e-06	1.1492142567009349e-07	-1.1492142567009349e-07	-1.1492142567009804e-07
1.72e-06	8.992221251695006e-08	-8.992221251695006e-08	-8.992221251695599e-08
1.74e-06	6.622819803088733e-08	-6.622819803088733e-08	-6.622819803089447e-08
1.76e-06	4.392957812826832e-08	-4.392957812826832e-08	-4.392957812827663e-08
1.7800000000000001e-06	2.3111048354369405e-08	-2.3111048354369405e-08	-2.311104835437883e-08
1.8000000000000001e-06	3.851469615558278e-09	-3.851469615558278e-09	-3.85146961556876e-09
1.82e-06	-1.3776443061852645e-08	1.3776443061852645e-08	1.3776443061841263e-08
1.84e-06	-2.9706407517742174e-08	2.9706407517742174e-08	2.9706407517729945e-08
1.86e-06	-4.3878836056707644e-08	4.3878836056707644e-08	4.3878836056694674e-08
1.88e-06	-5.624107062657107e-08	5.624107062657107e-08	5.624107062655747e-08
1.9e-06	-6.674759064872541e-08	6.674759064872541e-08	6.674759064871123e-08
1.9200000000000003e-06	-7.536019268010458e-08	7.536019268010458e-08	7.536019268008986e-08
1.94e-06	-8.204814119773826e-08	8.204814119773826e-08	8.204814119772333e-08
1.96e-06	-8.678828991081144e-08	8.678828991081144e-08	8.67882899107962e-08
1.98e-06	-8.956517312146562e-08	8.956517312146562e-08	8.956517312145022e-08
2e-06	-9.037106677378237e-08	9.037106677378237e-08	9.037106677376696e-08
2.02e-06	-8.920601895001817e-08	8.920601895001817e-08	8.920601895000277e-08
2.04e-06	-8.607784969373371e-08	8.607784969373371e-08	8.607784969371852e-08
2.06e-06	-8.100212016051784e-08	8.100212016051784e-08	8.100212016050286e-08
2.08e-06	-7.400207121805275e-08	7.400207121805275e-08	7.400207121803819e-08
2.1000000000000002e-06	-6.510853173783774e-08	6.510853173783774e-08	6.510853173782361e-08
2.12e-06	-5.435979694050517e-08	5.435979694050517e-08	5.435979694049162e-08
2.14e-06	-4.1801477274839085e-08	4.1801477274839085e-08	4.180147727482617e-08
2.16e-06	-2.7486318426906486e-08	2.7486318426906486e-08	2.7486318426894362e-08
2.18e-06	-1.1473993169642238e-08	1.1473993169642238e-08	1.1473993169630962e-08
2.2e-06	6.169134125641287e-09	-6.169134125641287e-09	-6.1691341256517164e-09
2.22e-06	2.5370269386448344e-08	-2.5370269386448344e-08	-2.5370269386457662e-08
2.24e-06	4.6050476111415536e-08	-4.6050476111415536e-08	-4.6050476111423794e-08
2.26e-06	6.812498688400994e-08	-6.812498688400994e-08	-6.812498688401698e-08
2.28e-06	9.150353789821445e-08	-9.150353789821445e-08	-9.150353789822032e-08
2.3e-06	1.1609072517597185e-07	-1.1609072517597185e-07	-1.160907251759764e-07
2.3200000000000002e-06	1.417863810705705e-07	-1.417863810705705e-07	-1.4178638107057373e-07
2.34e-06	1.6848596957007222e-07	-1.6848596957007222e-07	-1.6848596957007407e-07
2.36e-06	1.9608099884071298e-07	-1.9608099884071298e-07	-1.960809988407133e-07
2.38e-06	2.244594493821481e-07	-2.244594493821481e-07	-2.2445944938214696e-07
2.4e-06	2.5350621610480475e-07	-2.5350621610480475e-07	-2.5350621610480205e-07
2.42e-06	2.8310356258468386e-07	-2.8310356258468386e-07	-2.831035625846796e-07
2.44e-06	3.1313158570284415e-07	-3.1313158570284415e-07	-3.131315857028383e-07
2.46e-06	3.4346868883588493e-07	-3.4346868883588493e-07	-3.434686888358774e-07
2.48e-06	3.739920617299214e-07	-3.739920617299214e-07	-3.739920617299123e-07
2.5e-06	4.045781651642515e-07	-4.045781651642515e-07	-4.045781651642408e-07
2.52e-06	4.351032184919258e-07	-4.351032184919258e-07	-4.351032184919135e-07
2.5400000000000002e-06	4.654436881331568e-07	-4.654436881331568e-07	-4.6544368813314283e-07
2.56e-06	4.954767750936814e-07	-4.954767750936814e-07	-4.954767750936658e-07
2.58e-06	5.250808995840789e-07	-5.250808995840789e-07	-5.250808995840617e-07
2.6e-06	5.541361808274725e-07	-5.541361808274725e-07	-5.541361808274539e-07
2.62e-06	5.82524910162015e-07	-5.82524910162015e-07	-5.825249101619949e-07
2.64e-06	6.101320155710717e-07	-6.101320155710717e-07	-6.1013201557105e-07
2.66e-06	6.368455158077787e-07	-6.368455158077787e-07	-6.368455158077555e-07
2.68e-06	6.625569623217778e-07	-6.625569623217778e-07	-6.625569623217533e-07
2.7e-06	6.871618672440291e-07	-6.871618672440291e-07	-6.871618672440033e-07
2.7200000000000002e-06	7.105601157406573e-07	-7.105601157406573e-07	-7.105601157406302e-07
2.74e-06	7.326563611084411e-07	-7.326563611084411e-07	-7.326563611084128e-07
2.7600000000000003e-06	7.533604010526987e-07	-7.533604010526987e-07	-7.533604010526691e-07
2.78e-06	7.725875336625633e-07	-7.725875336625633e-07	-7.725875336625328e-07
2.8e-06	7.902588916787857e-07	-7.902588916787857e-07	-7.902588916787541e-07
2.82e-06	8.063017537348505e-07	-8.063017537348505e-07	-8.063017537348181e-07
2.84e-06	8.206498313430894e-07	-8.206498313430894e-07	-8.206498313430562e-07
2.86e-06	8.33243530493182e-07	-8.33243530493182e-07	-8.332435304931481e-07
2.88e-06	8.440301868306371e-07	-8.440301868306371e-07	-8.440301868306026e-07
2.9e-06	8.529642734871145e-07	-8.529642734871145e-07	-8.529642734870794e-07
2.92e-06	8.600075807423689e-07	-8.600075807423689e-07	-8.600075807423333e-07
2.9400000000000002e-06	8.651293668087806e-07	-8.651293668087806e-07	-8.651293668087448e-07
2.96e-06	8.683064791433886e-07	-8.683064791433886e-07	-8.683064791433526e-07
2.9800000000000003e-06	8.695234458086683e-07	-8.695234458086683e-07	-8.695234458086322e-07
3e-06	8.687725365214895e-07	-8.687725365214895e-07	-8.687725365214534e-07
3.02e-06	8.660537931493267e-07	-8.660537931493267e-07	-8.660537931492907e-07
3.04e-06	8.61375029533363e-07	-8.61375029533363e-07	-8.613750295333272e-07
3.06e-06	8.547518006391898e-07	-8.547518006391898e-07	-8.547518006391545e-07
