1, 1, 1
1, 2, 1
1, 3, 0.5543033072410448
1, 4, 0.3397035154583381
1, 5, 0.2144458350494603
1, 6, 0.1313610984828276
1, 7, 0.06756542481970916
1, 8, 0
1, 9, 0
2, 1, 0.6568076825811091
2, 2, 0.6160822411687131
2, 3, 0.4387548567529206
2, 4, 0.2950324597714237
2, 5, 0.1933593631283377
2, 6, 0.1217165670310706
2, 7, 0.0694503003980045
2, 8, 0.03149536521493071
2, 9, 0.02247878206515826
3, 1, 0.3950662479870103
3, 2, 0.3687664253408229
3, 3, 0.2896014188305007
3, 4, 0.2083121037460986
3, 5, 0.1422425906613963
3, 6, 0.09269550611511246
3, 7, 0.0570238445263076
3, 8, 0.03405237839656008
3, 9, 0.02692439783077163
4, 1, 0.1859244586852863
4, 2, 0.1743157933770674
4, 3, 0.1425722894821605
4, 4, 0.1063719457210738
4, 5, 0.07460338965603641
4, 6, 0.04979902224167557
4, 7, 0.03189719319555339
4, 8, 0.0207659060142304
4, 9, 0.01711405246480811
5, 1, 0
5, 2, 0
5, 3, 0
5, 4, 0
5, 5, 0
5, 6, 0
5, 7, 0
5, 8, 0
5, 9, 0
