0, 0.43374
1e-10, 0.432580056
2e-10, 0.431420112
3e-10, 0.430260168
4e-10, 0.429100224
5e-10, 0.427940279
6e-10, 0.426780335
7e-10, 0.425620391
8e-10, 0.424460447
9e-10, 0.423300503
1e-09, 0.422140559
1.1e-09, 0.421761644
1.2e-09, 0.421398195
1.3e-09, 0.421050212
1.4e-09, 0.420717694
1.5e-09, 0.420400643
1.6e-09, 0.420099057
1.7e-09, 0.419812938
1.8e-09, 0.419542284
1.9e-09, 0.419287096
2e-09, 0.419047375
2.1e-09, 0.418823119
2.2e-09, 0.418614329
2.3e-09, 0.418421005
2.4e-09, 0.418243147
2.5e-09, 0.418080755
2.6e-09, 0.417933828
2.7e-09, 0.417802368
2.8e-09, 0.417686374
2.9e-09, 0.417585845
3e-09, 0.417500783
3.1e-09, 0.417431186
3.2e-09, 0.417377055
3.3e-09, 0.41733839
3.4e-09, 0.417315191
3.5e-09, 0.417307459
3.6e-09, 0.417315191
3.7e-09, 0.41733839
3.8e-09, 0.417377055
3.9e-09, 0.417431186
4e-09, 0.417500783
4.1e-09, 0.417585845
4.2e-09, 0.417686374
4.3e-09, 0.417802368
4.4e-09, 0.417933828
4.5e-09, 0.418080755
4.6e-09, 0.418243147
4.7e-09, 0.418421005
4.8e-09, 0.418614329
4.9e-09, 0.418823119
5e-09, 0.419047375
5.1e-09, 0.419287096
5.2e-09, 0.419542284
5.3e-09, 0.419812938
5.4e-09, 0.420099057
5.5e-09, 0.420400643
5.6e-09, 0.420717694
5.7e-09, 0.421050212
5.8e-09, 0.421398195
5.9e-09, 0.421761644
6e-09, 0.422140559
6.1e-09, 0.423300503
6.2e-09, 0.424460447
6.3e-09, 0.425620391
6.4e-09, 0.426780335
6.5e-09, 0.427940279
6.6e-09, 0.429100224
6.7e-09, 0.430260168
6.8e-09, 0.431420112
6.9e-09, 0.432580056
7e-09, 0.43374
