0.0	-0.36626	-0.36626	0.0
0.1	-0.367420504129	-0.367424856019	0.0
0.2	-0.368581008257	-0.368589712038	0.0
0.3	-0.369741512386	-0.369754568057	0.0
0.4	-0.370902016515	-0.370919424076	0.0
0.5	-0.372062520643	-0.372084280096	6039807079.95
0.6	-0.372441618659	-0.372464828741	5951884435.49
0.7	-0.372805243286	-0.372829903998	5868753320.98
0.8	-0.373153394524	-0.373179505867	5790247963.28
0.9	-0.373486072374	-0.373513634347	5716213108.07
1.0	-0.373803276836	-0.373832289439	5646503509.76
1.1	-0.37410500791	-0.374135471143	5580983457.81
1.2	-0.374391265595	-0.374423179458	5519526337.37
1.3	-0.374662049891	-0.374695414385	5462014222.22
1.4	-0.3749173608	-0.374952175924	5408337498.12
1.5	-0.37515719832	-0.375193464074	5358394515.06
1.6	-0.375381562451	-0.375419278835	5312091266.67
1.7	-0.375590453194	-0.375629620209	5269341095.5
1.8	-0.375783870549	-0.375824488194	5230064422.85
1.9	-0.375961814515	-0.37600388279	5194188501.93
2.0	-0.376124285093	-0.376167803998	5161647193.36
2.1	-0.376271282283	-0.376316251818	5132380761.91
2.2	-0.376402806084	-0.376449226249	5106335693.82
2.3	-0.376518856497	-0.376566727292	5083464533.61
2.4	-0.376619433522	-0.376668754947	5063725740.05
2.5	-0.376704537158	-0.376755309213	5047083560.29
2.6	-0.376774167405	-0.376826390091	5033507921.98
2.7	-0.376828324265	-0.376881997581	5022974342.67
2.8	-0.376867007736	-0.376922131682	5015463856.17
2.9	-0.376890217818	-0.376946792395	5010962955.69
3.0	-0.376897954513	-0.376955979719	5009463553.3
3.1	-0.376890217818	-0.376949693655	5010962955.69
3.2	-0.376867007736	-0.376927934203	5015463856.17
3.3	-0.376828324265	-0.376890701362	5022974342.67
3.4	-0.376774167405	-0.376837995133	5033507921.98
3.5	-0.376704537158	-0.376769815515	5047083560.29
3.6	-0.376619433522	-0.376686162509	5063725740.05
3.7	-0.376518856497	-0.376587036115	5083464533.61
3.8	-0.376402806084	-0.376472436332	5106335693.82
3.9	-0.376271282283	-0.376342363161	5132380761.91
4.0	-0.376124285093	-0.376196816601	5161647193.36
4.1	-0.375961814515	-0.376035796654	5194188501.93
4.2	-0.375783870549	-0.375859303317	5230064422.85
4.3	-0.375590453194	-0.375667336593	5269341095.5
4.4	-0.375381562451	-0.37545989648	5312091266.67
4.5	-0.37515719832	-0.375236982978	5358394515.06
4.6	-0.3749173608	-0.374998596089	5408337498.12
4.7	-0.374662049891	-0.374744735811	5462014222.22
4.8	-0.374391265595	-0.374475402144	5519526337.37
4.9	-0.37410500791	-0.374190595089	5580983457.81
5.0	-0.373803276836	-0.373890314646	5646503509.76
5.1	-0.373486072374	-0.373574560814	5716213108.07
5.2	-0.373153394524	-0.373243333594	5790247963.28
5.3	-0.372805243286	-0.372896632986	5868753320.98
5.4	-0.372441618659	-0.372534458989	5951884435.49
5.5	-0.372062520643	-0.372156811604	6039807079.95
5.6	-0.370902016515	-0.370977449283	0.0
5.7	-0.369741512386	-0.369798086962	0.0
5.8	-0.368581008257	-0.368618724641	0.0
5.9	-0.367420504129	-0.367439362321	0.0
6.0	-0.36626	-0.36626	0.0
