0, 1.03374
1e-10, 0.991984
2e-10, 0.950228
3e-10, 0.908472
4e-10, 0.866716
5e-10, 0.824959
6e-10, 0.783203
7e-10, 0.741447
8e-10, 0.699691
9e-10, 0.657935
1e-09, 0.616179
1.1e-09, 0.604135
1.2e-09, 0.594449
1.3e-09, 0.58639
1.4e-09, 0.579526
1.5e-09, 0.573582
1.6e-09, 0.568372
1.7e-09, 0.563765
1.8e-09, 0.559666
1.9e-09, 0.556001
2e-09, 0.552716
2.1e-09, 0.549766
2.2e-09, 0.547119
2.3e-09, 0.544745
2.4e-09, 0.542622
2.5e-09, 0.540731
2.6e-09, 0.539058
2.7e-09, 0.537589
2.8e-09, 0.536314
2.9e-09, 0.535225
3e-09, 0.534314
3.1e-09, 0.533576
3.2e-09, 0.533007
3.3e-09, 0.532602
3.4e-09, 0.53236
3.5e-09, 0.53228
3.6e-09, 0.53236
3.7e-09, 0.532602
3.8e-09, 0.533007
3.9e-09, 0.533576
4e-09, 0.534314
4.1e-09, 0.535225
4.2e-09, 0.536314
4.3e-09, 0.537589
4.4e-09, 0.539058
4.5e-09, 0.540731
4.6e-09, 0.542622
4.7e-09, 0.544745
4.8e-09, 0.547119
4.9e-09, 0.549766
5e-09, 0.552716
5.1e-09, 0.556001
5.2e-09, 0.559666
5.3e-09, 0.563765
5.4e-09, 0.568372
5.5e-09, 0.573582
5.6e-09, 0.579526
5.7e-09, 0.58639
5.8e-09, 0.594449
5.9e-09, 0.604135
6e-09, 0.616179
6.1e-09, 0.657935
6.2e-09, 0.699691
6.3e-09, 0.741447
6.4e-09, 0.783203
6.5e-09, 0.824959
6.6e-09, 0.866716
6.7e-09, 0.908472
6.8e-09, 0.950228
6.9e-09, 0.991984
7e-09, 1.03374
