0	0	0.0
1	0	0.0
2	0	0.0
3	0	0.0
4	0	0.0
5	0	0.0
6	0	0.0
7	0	0.0
8	0	0.0
0	1	0.01711405246480814
1	1	0.020765906014230437
2	1	0.03189719319555345
3	1	0.04979902224167565
4	1	0.07460338965603652
5	1	0.10637194572107395
6	1	0.1425722894821605
7	1	0.17431579337706737
8	1	0.1859244586852863
0	2	0.026924397830771694
1	2	0.03405237839656017
2	2	0.05702384452630774
3	2	0.09269550611511265
4	2	0.1422425906613965
5	2	0.2083121037460988
6	2	0.28960141883050067
7	2	0.3687664253408227
8	2	0.39506624798701023
0	3	0.022478782065158312
1	3	0.03149536521493078
2	3	0.06945030039800465
3	3	0.12171656703107078
4	3	0.19335936312833793
5	3	0.2950324597714239
6	3	0.43875485675292064
7	3	0.6160822411687131
8	3	0.6568076825811089
0	4	0.0
1	4	0.0
2	4	0.06756542481970929
3	4	0.13136109848282784
4	4	0.2144458350494605
5	4	0.33970351545833827
6	4	0.5543033072410448
7	4	1.0
8	4	1.0
