1e-05	-0.000986635	-5.17268e-06
2e-05	-0.00344933	-0.00394264
3e-05	-0.00663839	-0.00786455
4e-05	-0.0101712	-0.0117554
5e-05	-0.0138489	-0.0155999
6e-05	-0.0175645	-0.0193828
7e-05	-0.021257	-0.0230892
8e-05	-0.0248887	-0.0267045
9e-05	-0.0284337	-0.0302144
0.0001	-0.0318723	-0.0336051
0.00011	-0.035188	-0.0368631
0.00012	-0.0383663	-0.0399757
0.00013	-0.0413939	-0.0429305
0.00014	-0.0442585	-0.0457158
0.00015	-0.0469486	-0.0483208
0.00016	-0.0494535	-0.050735
0.00017	-0.0517633	-0.052949
0.00018	-0.0538688	-0.0549541
0.00019	-0.0557618	-0.0567423
0.0002	-0.0574347	-0.0583065
0.00021	-0.0588809	-0.0596406
0.00022	-0.0600947	-0.0607394
0.00023	-0.0610714	-0.0615984
0.00024	-0.061807	-0.0622144
0.00025	-0.0622988	-0.0625848
0.00026	-0.0625446	-0.0627082
0.00027	-0.0625437	-0.0625841
0.00028	-0.0622959	-0.0622131
0.00029	-0.0618022	-0.0615965
0.0003	-0.0610647	-0.0607368
0.00031	-0.0600861	-0.0596374
0.00032	-0.0588704	-0.0583027
0.00033	-0.0574224	-0.0567379
0.00034	-0.0557478	-0.0549491
0.00035	-0.0538531	-0.0529435
0.00036	-0.0517459	-0.050729
0.00037	-0.0494345	-0.0483142
0.00038	-0.046928	-0.0457088
0.00039	-0.0442363	-0.042923
0.0004	-0.04137	-0.0399677
0.00041	-0.0383405	-0.0368548
0.00042	-0.0351596	-0.0335964
0.00043	-0.03184	-0.0302054
0.00044	-0.0283947	-0.0266952
0.00045	-0.0248374	-0.0230796
0.00046	-0.021182	-0.019373
0.00047	-0.0174431	-0.0155899
0.00048	-0.0136353	-0.0117453
0.00049	-0.00977367	-0.00785433
0.0005	-0.00587349	-0.00393236
0.00051	-0.00195013	5.13169e-06
0.00052	0.00198093	0.0039426
0.00053	0.00590417	0.00786451
0.00054	0.0098041	0.0117554
0.00055	0.0136654	0.0155999
0.00056	0.0174727	0.0193828
0.00057	0.021211	0.0230892
0.00058	0.0248657	0.0267045
0.00059	0.0284222	0.0302144
0.0006	0.0318665	0.0336051
0.00061	0.0351851	0.0368631
0.00062	0.0383648	0.0399756
0.00063	0.0413932	0.0429304
0.00064	0.0442581	0.0457158
0.00065	0.0469484	0.0483207
0.00066	0.0494534	0.050735
0.00067	0.0517632	0.052949
0.00068	0.0538688	0.0549541
0.00069	0.0557618	0.0567422
0.0007	0.0574346	0.0583065
0.00071	0.0588809	0.0596406
0.00072	0.0600947	0.0607394
0.00073	0.0610714	0.0615984
0.00074	0.061807	0.0622143
0.00075	0.0622988	0.0625848
0.00076	0.0625446	0.0627082
0.00077	0.0625437	0.0625841
0.00078	0.0622959	0.0622131
0.00079	0.0618022	0.0615965
0.0008	0.0610647	0.0607368
0.00081	0.0600861	0.0596374
0.00082	0.0588704	0.0583027
0.00083	0.0574224	0.0567379
0.00084	0.0557478	0.0549491
0.00085	0.0538531	0.0529435
0.00086	0.051746	0.050729
0.00087	0.0494346	0.0483142
0.00088	0.0469281	0.0457088
0.00089	0.0442364	0.042923
0.0009	0.0413701	0.0399678
0.00091	0.0383405	0.0368548
0.00092	0.0351597	0.0335964
0.00093	0.0318401	0.0302054
0.00094	0.0283948	0.0266952
0.00095	0.0248374	0.0230797
0.00096	0.0211821	0.019373
0.00097	0.0174431	0.01559
0.00098	0.0136353	0.0117453
0.00099	0.00977372	0.00785437
0.001	0.00587353	0.0039324
0.00101	0.00195017	-5.0907e-06
0.00102	-0.00198089	-0.00394256
0.00103	-0.00590413	-0.00786447
0.00104	-0.00980406	-0.0117553
0.00105	-0.0136653	-0.0155998
0.00106	-0.0174726	-0.0193827
0.00107	-0.021211	-0.0230891
0.00108	-0.0248656	-0.0267044
0.00109	-0.0284222	-0.0302144
0.0011	-0.0318665	-0.033605
0.00111	-0.0351851	-0.0368631
0.00112	-0.0383648	-0.0399756
0.00113	-0.0413931	-0.0429304
0.00114	-0.0442581	-0.0457158
0.00115	-0.0469484	-0.0483207
0.00116	-0.0494534	-0.050735
0.00117	-0.0517632	-0.052949
0.00118	-0.0538688	-0.054954
0.00119	-0.0557617	-0.0567422
0.0012	-0.0574346	-0.0583065
0.00121	-0.0588808	-0.0596406
0.00122	-0.0600947	-0.0607393
0.00123	-0.0610714	-0.0615984
0.00124	-0.061807	-0.0622143
0.00125	-0.0622988	-0.0625848
0.00126	-0.0625446	-0.0627082
0.00127	-0.0625437	-0.0625841
0.00128	-0.0622959	-0.0622131
0.00129	-0.0618022	-0.0615965
0.0013	-0.0610647	-0.0607368
0.00131	-0.0600861	-0.0596375
0.00132	-0.0588704	-0.0583027
0.00133	-0.0574224	-0.0567379
0.00134	-0.0557478	-0.0549492
0.00135	-0.0538532	-0.0529436
0.00136	-0.051746	-0.050729
0.00137	-0.0494346	-0.0483143
0.00138	-0.0469281	-0.0457088
0.00139	-0.0442364	-0.042923
0.0014	-0.0413701	-0.0399678
0.00141	-0.0383406	-0.0368549
0.00142	-0.0351597	-0.0335965
0.00143	-0.0318401	-0.0302055
0.00144	-0.0283948	-0.0266953
0.00145	-0.0248375	-0.0230797
0.00146	-0.0211821	-0.0193731
0.00147	-0.0174432	-0.01559
0.00148	-0.0136354	-0.0117454
0.00149	-0.00977376	-0.00785441
0.0015	-0.00587357	-0.00393244
0.00151	-0.00195021	5.04972e-06
0.00152	0.00198084	0.00394252
0.00153	0.00590408	0.00786443
0.00154	0.00980402	0.0117553
0.00155	0.0136653	0.0155998
0.00156	0.0174726	0.0193827
0.00157	0.0212109	0.0230891
0.00158	0.0248656	0.0267044
0.00159	0.0284221	0.0302143
0.0016	0.0318665	0.033605
0.00161	0.0351851	0.036863
0.00162	0.0383648	0.0399756
0.00163	0.0413931	0.0429304
0.00164	0.0442581	0.0457157
0.00165	0.0469484	0.0483207
0.00166	0.0494534	0.0507349
0.00167	0.0517632	0.052949
0.00168	0.0538688	0.054954
0.00169	0.0557617	0.0567422
0.0017	0.0574346	0.0583064
0.00171	0.0588808	0.0596406
0.00172	0.0600947	0.0607393
0.00173	0.0610714	0.0615984
0.00174	0.061807	0.0622143
0.00175	0.0622988	0.0625848
0.00176	0.0625446	0.0627082
0.00177	0.0625437	0.0625841
0.00178	0.0622959	0.0622131
0.00179	0.0618022	0.0615965
0.0018	0.0610647	0.0607368
0.00181	0.0600861	0.0596375
0.00182	0.0588705	0.0583027
0.00183	0.0574225	0.0567379
0.00184	0.0557478	0.0549492
0.00185	0.0538532	0.0529436
0.00186	0.051746	0.050729
0.00187	0.0494346	0.0483143
0.00188	0.0469281	0.0457089
0.00189	0.0442364	0.042923
0.0019	0.0413701	0.0399678
0.00191	0.0383406	0.0368549
0.00192	0.0351597	0.0335965
0.00193	0.0318401	0.0302055
0.00194	0.0283948	0.0266953
0.00195	0.0248375	0.0230798
0.00196	0.0211822	0.0193731
0.00197	0.0174432	0.01559
0.00198	0.0136354	0.0117454
0.00199	0.0097738	0.00785445
0.002	0.00587362	0.00393248
0.00201	0.00195025	-5.00873e-06
0.00202	-0.0019808	-0.00394248
0.00203	-0.00590404	-0.00786439
0.00204	-0.00980398	-0.0117553
0.00205	-0.0136652	-0.0155997
0.00206	-0.0174725	-0.0193827
0.00207	-0.0212109	-0.0230891
0.00208	-0.0248656	-0.0267044
0.00209	-0.0284221	-0.0302143
0.0021	-0.0318664	-0.0336049
0.00211	-0.035185	-0.036863
0.00212	-0.0383647	-0.0399756
0.00213	-0.0413931	-0.0429303
0.00214	-0.044258	-0.0457157
0.00215	-0.0469483	-0.0483207
0.00216	-0.0494533	-0.0507349
0.00217	-0.0517632	-0.0529489
0.00218	-0.0538687	-0.054954
0.00219	-0.0557617	-0.0567422
0.0022	-0.0574346	-0.0583064
0.00221	-0.0588808	-0.0596406
0.00222	-0.0600947	-0.0607393
0.00223	-0.0610714	-0.0615984
0.00224	-0.061807	-0.0622143
0.00225	-0.0622988	-0.0625848
0.00226	-0.0625446	-0.0627082
0.00227	-0.0625437	-0.0625841
0.00228	-0.0622959	-0.0622131
0.00229	-0.0618022	-0.0615965
0.0023	-0.0610647	-0.0607368
0.00231	-0.0600862	-0.0596375
0.00232	-0.0588705	-0.0583028
0.00233	-0.0574225	-0.0567379
0.00234	-0.0557478	-0.0549492
0.00235	-0.0538532	-0.0529436
0.00236	-0.051746	-0.0507291
0.00237	-0.0494346	-0.0483143
0.00238	-0.0469281	-0.0457089
0.00239	-0.0442364	-0.0429231
0.0024	-0.0413702	-0.0399679
0.00241	-0.0383406	-0.0368549
0.00242	-0.0351598	-0.0335965
